"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	157
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	140
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	172
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	138
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	181
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	154
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	173
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	170
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	192
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	156
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	195
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	168
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	203
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	168
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	239
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	162
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	233
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	185
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	233
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	20
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	23
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	27
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	23
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	16
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	17
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	20
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	28
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	16
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	17
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	17
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	27
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	25
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	23
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	30
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	49
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	28
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	39
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	23
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	40
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	25
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	34
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	29
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	53
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	32
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	38
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	38
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	43
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	39
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	39
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	42
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	30
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	34
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	39
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	24
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	51
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	22
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	55
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	27
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	50
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	25
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	58
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	33
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	49
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	236
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	291
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	237
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	265
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	244
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	309
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	204
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	263
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	264
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	237
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	234
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	277
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	205
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	240
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	219
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	291
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	239
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	258
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	217
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	284
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	256
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	314
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	241
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	304
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	251
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	299
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	247
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	347
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	255
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	328
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	141
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	148
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	122
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	147
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	138
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	153
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	142
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	160
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	138
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	161
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	135
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	153
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	127
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	151
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	127
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	171
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	159
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	155
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	159
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	175
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	135
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	167
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	114
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	164
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	135
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	198
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	162
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	195
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	141
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	183
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	75
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	91
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	62
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	86
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	73
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	90
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	78
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	84
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	91
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	90
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	71
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	89
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	76
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	103
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	77
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	99
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	75
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	102
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	68
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	114
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	96
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	108
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	72
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	100
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	69
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	88
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	66
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	105
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	82
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	116
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	70
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	70
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	56
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	71
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	68
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	73
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	68
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	87
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	65
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	79
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	68
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	84
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	65
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	91
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	67
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	82
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	60
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	75
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	64
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	82
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	57
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	92
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	56
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	78
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	73
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	69
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	87
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	82
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	87
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	101
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	86
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	87
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	116
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	85
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	109
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	79
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	90
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	81
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	99
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	78
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	101
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	84
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	138
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	104
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	119
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	109
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	108
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	114
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	117
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	99
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	125
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	107
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	138
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	102
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	130
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	86
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	96
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	67
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	97
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	99
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	100
