"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"States"	"States Code"	"Year"	"Year Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Kentucky"	"21"	"2012"	"2012"	159
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Kentucky"	"21"	"2013"	"2013"	167
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"1999"	"1999"	127
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2000"	"2000"	121
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2001"	"2001"	114
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2002"	"2002"	91
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2003"	"2003"	123
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2004"	"2004"	112
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2005"	"2005"	106
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2006"	"2006"	127
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2007"	"2007"	112
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2008"	"2008"	122
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2009"	"2009"	129
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2010"	"2010"	125
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2011"	"2011"	115
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2012"	"2012"	140
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Louisiana"	"22"	"2013"	"2013"	134
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"1999"	"1999"	47
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2000"	"2000"	65
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2001"	"2001"	39
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2002"	"2002"	51
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2003"	"2003"	45
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2004"	"2004"	62
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2005"	"2005"	38
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2006"	"2006"	51
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2007"	"2007"	49
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2008"	"2008"	48
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2009"	"2009"	51
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2010"	"2010"	58
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2011"	"2011"	39
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2012"	"2012"	56
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maine"	"23"	"2013"	"2013"	45
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"1999"	"1999"	162
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2000"	"2000"	156
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2001"	"2001"	132
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2002"	"2002"	168
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2003"	"2003"	163
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2004"	"2004"	190
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2005"	"2005"	158
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2006"	"2006"	170
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2007"	"2007"	171
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2008"	"2008"	175
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2009"	"2009"	179
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2010"	"2010"	170
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2011"	"2011"	185
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2012"	"2012"	165
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Maryland"	"24"	"2013"	"2013"	190
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"1999"	"1999"	229
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2000"	"2000"	248
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2001"	"2001"	215
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2002"	"2002"	220
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2003"	"2003"	238
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2004"	"2004"	196
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2005"	"2005"	218
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2006"	"2006"	250
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2007"	"2007"	229
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2008"	"2008"	249
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2009"	"2009"	210
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2010"	"2010"	222
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2011"	"2011"	232
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2012"	"2012"	223
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Massachusetts"	"25"	"2013"	"2013"	236
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"1999"	"1999"	327
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2000"	"2000"	291
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2001"	"2001"	297
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2002"	"2002"	340
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2003"	"2003"	333
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2004"	"2004"	344
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2005"	"2005"	368
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2006"	"2006"	328
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2007"	"2007"	350
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2008"	"2008"	367
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2009"	"2009"	337
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2010"	"2010"	308
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2011"	"2011"	316
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2012"	"2012"	319
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Michigan"	"26"	"2013"	"2013"	302
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"1999"	"1999"	152
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2000"	"2000"	117
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2001"	"2001"	142
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2002"	"2002"	162
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2003"	"2003"	134
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2004"	"2004"	134
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2005"	"2005"	121
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2006"	"2006"	160
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2007"	"2007"	140
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2008"	"2008"	157
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2009"	"2009"	150
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2010"	"2010"	140
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2011"	"2011"	174
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2012"	"2012"	184
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Minnesota"	"27"	"2013"	"2013"	180
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2003"	"2003"	90
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2004"	"2004"	90
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2005"	"2005"	91
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2006"	"2006"	89
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2007"	"2007"	95
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2008"	"2008"	80
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2009"	"2009"	71
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2010"	"2010"	104
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2011"	"2011"	89
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2012"	"2012"	98
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Mississippi"	"28"	"2013"	"2013"	78
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"1999"	"1999"	189
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2000"	"2000"	181
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2001"	"2001"	177
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2002"	"2002"	205
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2003"	"2003"	172
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2004"	"2004"	197
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2005"	"2005"	222
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2006"	"2006"	184
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2007"	"2007"	211
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2008"	"2008"	201
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2009"	"2009"	207
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2010"	"2010"	181
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2011"	"2011"	202
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2012"	"2012"	207
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Missouri"	"29"	"2013"	"2013"	193
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"1999"	"1999"	32
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2000"	"2000"	25
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2001"	"2001"	24
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2002"	"2002"	37
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2003"	"2003"	31
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2004"	"2004"	31
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2005"	"2005"	37
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2006"	"2006"	22
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2007"	"2007"	22
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2008"	"2008"	32
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2009"	"2009"	36
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2010"	"2010"	33
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2011"	"2011"	35
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2012"	"2012"	35
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Montana"	"30"	"2013"	"2013"	38
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"1999"	"1999"	66
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2000"	"2000"	50
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2001"	"2001"	60
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2002"	"2002"	49
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2003"	"2003"	45
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2004"	"2004"	53
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2005"	"2005"	74
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2006"	"2006"	54
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2007"	"2007"	66
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2008"	"2008"	74
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2009"	"2009"	57
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2010"	"2010"	71
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2011"	"2011"	68
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2012"	"2012"	57
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nebraska"	"31"	"2013"	"2013"	58
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"1999"	"1999"	57
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2000"	"2000"	40
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2001"	"2001"	42
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2002"	"2002"	61
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2003"	"2003"	71
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2004"	"2004"	73
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2005"	"2005"	59
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2006"	"2006"	67
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2007"	"2007"	71
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2008"	"2008"	62
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2009"	"2009"	53
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"Nevada"	"32"	"2010"	"2010"	68
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"1999"	"1999"	35
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2000"	"2000"	41
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2001"	"2001"	40
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2002"	"2002"	38
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2003"	"2003"	40
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2004"	"2004"	50
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2005"	"2005"	37
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2006"	"2006"	43
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2007"	"2007"	36
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2008"	"2008"	45
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2009"	"2009"	48
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2010"	"2010"	52
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2011"	"2011"	54
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2012"	"2012"	49
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Hampshire"	"33"	"2013"	"2013"	47
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"1999"	"1999"	310
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2000"	"2000"	287
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2001"	"2001"	294
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2002"	"2002"	260
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2003"	"2003"	294
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2004"	"2004"	339
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2005"	"2005"	279
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2006"	"2006"	272
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2007"	"2007"	310
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2008"	"2008"	292
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2009"	"2009"	286
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2010"	"2010"	307
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2011"	"2011"	277
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2012"	"2012"	288
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Jersey"	"34"	"2013"	"2013"	311
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"1999"	"1999"	56
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2000"	"2000"	53
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2001"	"2001"	34
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2002"	"2002"	44
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2003"	"2003"	40
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2004"	"2004"	48
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2005"	"2005"	51
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2006"	"2006"	46
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2007"	"2007"	45
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2008"	"2008"	50
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2009"	"2009"	61
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2010"	"2010"	56
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2011"	"2011"	48
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2012"	"2012"	53
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New Mexico"	"35"	"2013"	"2013"	48
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"1999"	"1999"	612
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2000"	"2000"	707
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2001"	"2001"	657
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2002"	"2002"	614
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2003"	"2003"	680
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2004"	"2004"	587
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2005"	"2005"	592
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2006"	"2006"	599
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2007"	"2007"	612
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2008"	"2008"	619
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2009"	"2009"	646
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2010"	"2010"	601
	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	"New York"	"36"	"2011"	"2011"	605
