"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2007"	"2007"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2008"	"2008"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	25
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	16
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	19
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	22
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	24
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	22
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"1999"	"1999"	"White"	"2106-3"	78
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	66
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	63
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	59
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	70
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	76
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	71
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2008"	"2008"	"White"	"2106-3"	73
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2009"	"2009"	"White"	"2106-3"	75
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2010"	"2010"	"White"	"2106-3"	76
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2011"	"2011"	"White"	"2106-3"	75
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2012"	"2012"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2013"	"2013"	"White"	"2106-3"	82
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"1999"	"1999"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"1999"	"1999"	"White"	"2106-3"	493
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	34
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	458
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	49
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	498
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	39
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	421
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	27
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	464
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	34
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	467
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"Black or African American"	"2054-5"	36
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"White"	"2106-3"	401
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"Black or African American"	"2054-5"	37
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"White"	"2106-3"	469
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"Black or African American"	"2054-5"	39
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"White"	"2106-3"	449
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"Black or African American"	"2054-5"	35
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"White"	"2106-3"	458
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"Black or African American"	"2054-5"	51
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"White"	"2106-3"	511
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"Black or African American"	"2054-5"	47
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"White"	"2106-3"	488
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"Black or African American"	"2054-5"	45
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"White"	"2106-3"	492
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	19
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2012"	"2012"	"Black or African American"	"2054-5"	42
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2012"	"2012"	"White"	"2106-3"	533
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	16
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2013"	"2013"	"Black or African American"	"2054-5"	43
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2013"	"2013"	"White"	"2106-3"	524
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"1999"	"1999"	"White"	"2106-3"	278
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	261
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	277
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2002"	"2002"	"White"	"2106-3"	292
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2003"	"2003"	"White"	"2106-3"	287
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2004"	"2004"	"White"	"2106-3"	280
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2005"	"2005"	"White"	"2106-3"	271
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2006"	"2006"	"White"	"2106-3"	289
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"Black or African American"	"2054-5"	16
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"White"	"2106-3"	298
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"Black or African American"	"2054-5"	16
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"White"	"2106-3"	316
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2009"	"2009"	"White"	"2106-3"	292
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2010"	"2010"	"White"	"2106-3"	263
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2011"	"2011"	"White"	"2106-3"	318
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2012"	"2012"	"White"	"2106-3"	342
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2013"	"2013"	"White"	"2106-3"	307
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"1999"	"1999"	"White"	"2106-3"	164
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2000"	"2000"	"White"	"2106-3"	146
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2001"	"2001"	"White"	"2106-3"	160
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2002"	"2002"	"White"	"2106-3"	157
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2003"	"2003"	"White"	"2106-3"	178
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2004"	"2004"	"White"	"2106-3"	159
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2005"	"2005"	"White"	"2106-3"	174
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2006"	"2006"	"White"	"2106-3"	175
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2007"	"2007"	"White"	"2106-3"	172
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2008"	"2008"	"White"	"2106-3"	181
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2009"	"2009"	"White"	"2106-3"	200
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2010"	"2010"	"White"	"2106-3"	168
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2011"	"2011"	"White"	"2106-3"	155
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2012"	"2012"	"White"	"2106-3"	168
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2013"	"2013"	"White"	"2106-3"	194
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"1999"	"1999"	"White"	"2106-3"	136
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2000"	"2000"	"White"	"2106-3"	121
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2001"	"2001"	"White"	"2106-3"	136
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	"White"	"2106-3"	152
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	"White"	"2106-3"	136
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	"White"	"2106-3"	146
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	"White"	"2106-3"	149
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	"White"	"2106-3"	138
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	"White"	"2106-3"	130
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	"White"	"2106-3"	137
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	"White"	"2106-3"	142
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	"White"	"2106-3"	124
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	"White"	"2106-3"	169
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2012"	"2012"	"White"	"2106-3"	168
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2013"	"2013"	"White"	"2106-3"	160
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"1999"	"1999"	"White"	"2106-3"	182
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2000"	"2000"	"White"	"2106-3"	182
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2001"	"2001"	"White"	"2106-3"	194
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2002"	"2002"	"White"	"2106-3"	187
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2003"	"2003"	"White"	"2106-3"	201
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	"White"	"2106-3"	156
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	"White"	"2106-3"	175
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	"White"	"2106-3"	175
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	"White"	"2106-3"	214
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	"White"	"2106-3"	216
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	"White"	"2106-3"	209
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	"White"	"2106-3"	226
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	"White"	"2106-3"	218
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2012"	"2012"	"White"	"2106-3"	235
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2013"	"2013"	"White"	"2106-3"	219
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	"Black or African American"	"2054-5"	30
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	"White"	"2106-3"	151
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	"Black or African American"	"2054-5"	30
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	"White"	"2106-3"	134
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	"Black or African American"	"2054-5"	44
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	"White"	"2106-3"	155
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	"Black or African American"	"2054-5"	37
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	"White"	"2106-3"	141
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	"White"	"2106-3"	180
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	"Black or African American"	"2054-5"	46
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	"White"	"2106-3"	145
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	"Black or African American"	"2054-5"	43
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	"White"	"2106-3"	176
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	"Black or African American"	"2054-5"	33
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	"White"	"2106-3"	163
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	"Black or African American"	"2054-5"	36
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	"White"	"2106-3"	160
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	"Black or African American"	"2054-5"	38
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	"White"	"2106-3"	158
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	"Black or African American"	"2054-5"	41
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	"White"	"2106-3"	155
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	"White"	"2106-3"	165
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	"Black or African American"	"2054-5"	37
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	"White"	"2106-3"	153
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2012"	"2012"	"Black or African American"	"2054-5"	42
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2012"	"2012"	"White"	"2106-3"	180
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2013"	"2013"	"Black or African American"	"2054-5"	42
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2013"	"2013"	"White"	"2106-3"	177
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"1999"	"1999"	"White"	"2106-3"	76
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2000"	"2000"	"White"	"2106-3"	71
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2001"	"2001"	"White"	"2106-3"	69
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2002"	"2002"	"White"	"2106-3"	77
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2003"	"2003"	"White"	"2106-3"	68
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2004"	"2004"	"White"	"2106-3"	77
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2005"	"2005"	"White"	"2106-3"	80
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2006"	"2006"	"White"	"2106-3"	76
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2007"	"2007"	"White"	"2106-3"	69
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2008"	"2008"	"White"	"2106-3"	84
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2009"	"2009"	"White"	"2106-3"	92
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2010"	"2010"	"White"	"2106-3"	85
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2011"	"2011"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2012"	"2012"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2013"	"2013"	"White"	"2106-3"	79
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"1999"	"1999"	"Black or African American"	"2054-5"	28
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"1999"	"1999"	"White"	"2106-3"	168
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2000"	"2000"	"Black or African American"	"2054-5"	31
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2000"	"2000"	"White"	"2106-3"	173
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2001"	"2001"	"Black or African American"	"2054-5"	35
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2001"	"2001"	"White"	"2106-3"	178
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	"White"	"2106-3"	173
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	"White"	"2106-3"	201
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	"Black or African American"	"2054-5"	34
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	"White"	"2106-3"	196
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	"Black or African American"	"2054-5"	26
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	"White"	"2106-3"	163
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	"Black or African American"	"2054-5"	28
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	"White"	"2106-3"	174
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	"Black or African American"	"2054-5"	32
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	"White"	"2106-3"	184
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	"Black or African American"	"2054-5"	35
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	"White"	"2106-3"	183
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	"Black or African American"	"2054-5"	42
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	"White"	"2106-3"	194
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	"Black or African American"	"2054-5"	39
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	"White"	"2106-3"	200
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2011"	"2011"	"Black or African American"	"2054-5"	40
