"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"White"	"2106-3"	45
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"White"	"2106-3"	48
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"White"	"2106-3"	38
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"White"	"2106-3"	41
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"White"	"2106-3"	43
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"White"	"2106-3"	45
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"White"	"2106-3"	47
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"White"	"2106-3"	42
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"White"	"2106-3"	37
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"White"	"2106-3"	46
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"White"	"2106-3"	35
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"White"	"2106-3"	47
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"White"	"2106-3"	46
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"White"	"2106-3"	40
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"White"	"2106-3"	49
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"White"	"2106-3"	49
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"White"	"2106-3"	49
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"1999"	"1999"	"White"	"2106-3"	27
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2000"	"2000"	"White"	"2106-3"	29
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2001"	"2001"	"White"	"2106-3"	23
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2002"	"2002"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2003"	"2003"	"White"	"2106-3"	25
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2004"	"2004"	"White"	"2106-3"	35
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2005"	"2005"	"White"	"2106-3"	33
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2006"	"2006"	"White"	"2106-3"	25
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2007"	"2007"	"White"	"2106-3"	41
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2008"	"2008"	"White"	"2106-3"	44
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2009"	"2009"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2010"	"2010"	"White"	"2106-3"	33
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2011"	"2011"	"White"	"2106-3"	24
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2012"	"2012"	"White"	"2106-3"	26
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2013"	"2013"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"White"	"2106-3"	79
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"White"	"2106-3"	83
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"White"	"2106-3"	93
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"White"	"2106-3"	68
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"White"	"2106-3"	95
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"White"	"2106-3"	99
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"White"	"2106-3"	85
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"White"	"2106-3"	102
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"White"	"2106-3"	93
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"White"	"2106-3"	97
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"White"	"2106-3"	86
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"White"	"2106-3"	85
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"White"	"2106-3"	87
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"White"	"2106-3"	109
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"1999"	"1999"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2001"	"2001"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2003"	"2003"	"White"	"2106-3"	19
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2004"	"2004"	"White"	"2106-3"	19
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2008"	"2008"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2012"	"2012"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	"White"	"2106-3"	19
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	"White"	"2106-3"	22
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	"White"	"2106-3"	31
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	"White"	"2106-3"	40
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"White"	"2106-3"	54
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	"White"	"2106-3"	52
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	"White"	"2106-3"	47
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	"White"	"2106-3"	55
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	"White"	"2106-3"	81
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	"White"	"2106-3"	86
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	"White"	"2106-3"	72
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	"White"	"2106-3"	82
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	"White"	"2106-3"	67
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"Black or African American"	"2054-5"	17
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"White"	"2106-3"	61
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	"White"	"2106-3"	89
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	"White"	"2106-3"	68
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	"White"	"2106-3"	83
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	"White"	"2106-3"	80
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	"White"	"2106-3"	91
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"Black or African American"	"2054-5"	17
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"White"	"2106-3"	78
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	"White"	"2106-3"	83
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"Black or African American"	"2054-5"	16
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"White"	"2106-3"	74
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	"White"	"2106-3"	85
	"Brain and Other Nervous System"	"31010-31040"	" El Paso, TX  "	"21340"	"2013"	"2013"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2001"	"2001"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2012"	"2012"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2000"	"2000"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2002"	"2002"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2003"	"2003"	"White"	"2106-3"	26
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2005"	"2005"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2007"	"2007"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2008"	"2008"	"White"	"2106-3"	25
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2009"	"2009"	"White"	"2106-3"	26
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2010"	"2010"	"White"	"2106-3"	19
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2011"	"2011"	"White"	"2106-3"	20
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2012"	"2012"	"White"	"2106-3"	24
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2013"	"2013"	"White"	"2106-3"	25
	"Brain and Other Nervous System"	"31010-31040"	" Greensboro-High Point, NC  "	"24660"	"1999"	"1999"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"1999"	"1999"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2000"	"2000"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2001"	"2001"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2005"	"2005"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2007"	"2007"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2008"	"2008"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2009"	"2009"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2011"	"2011"	"White"	"2106-3"	21
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2012"	"2012"	"White"	"2106-3"	16
	"Brain and Other Nervous System"	"31010-31040"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2013"	"2013"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"1999"	"1999"	"White"	"2106-3"	23
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2000"	"2000"	"White"	"2106-3"	29
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2001"	"2001"	"White"	"2106-3"	24
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2003"	"2003"	"White"	"2106-3"	18
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2004"	"2004"	"White"	"2106-3"	25
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2005"	"2005"	"White"	"2106-3"	29
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2006"	"2006"	"White"	"2106-3"	28
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2007"	"2007"	"White"	"2106-3"	28
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2008"	"2008"	"White"	"2106-3"	19
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2009"	"2009"	"White"	"2106-3"	30
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2010"	"2010"	"White"	"2106-3"	27
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2011"	"2011"	"White"	"2106-3"	22
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2012"	"2012"	"White"	"2106-3"	23
	"Brain and Other Nervous System"	"31010-31040"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2013"	"2013"	"White"	"2106-3"	23
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"1999"	"1999"	"White"	"2106-3"	57
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2000"	"2000"	"White"	"2106-3"	62
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2001"	"2001"	"White"	"2106-3"	73
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2002"	"2002"	"White"	"2106-3"	62
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2003"	"2003"	"White"	"2106-3"	66
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2004"	"2004"	"White"	"2106-3"	56
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2005"	"2005"	"White"	"2106-3"	65
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2006"	"2006"	"White"	"2106-3"	63
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2007"	"2007"	"White"	"2106-3"	67
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2008"	"2008"	"White"	"2106-3"	78
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"Black or African American"	"2054-5"	18
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"White"	"2106-3"	69
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"White"	"2106-3"	70
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"White"	"2106-3"	87
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"White"	"2106-3"	84
	"Brain and Other Nervous System"	"31010-31040"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"White"	"2106-3"	84
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"White"	"2106-3"	30
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"White"	"2106-3"	44
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"White"	"2106-3"	35
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"White"	"2106-3"	40
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"White"	"2106-3"	27
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"White"	"2106-3"	34
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"White"	"2106-3"	32
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"White"	"2106-3"	44
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"White"	"2106-3"	37
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"White"	"2106-3"	29
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"White"	"2106-3"	17
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"White"	"2106-3"	33
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"White"	"2106-3"	39
	"Brain and Other Nervous System"	"31010-31040"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"White"	"2106-3"	35
