"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"65-69 years"	"65-69"	27
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"70-74 years"	"70-74"	19
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"75-79 years"	"75-79"	28
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"80-84 years"	"80-84"	25
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"85+ years"	"85+"	43
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"55-59 years"	"55-59"	29
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"60-64 years "	"60-64"	27
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"65-69 years"	"65-69"	23
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"70-74 years"	"70-74"	24
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"75-79 years"	"75-79"	19
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"80-84 years"	"80-84"	23
	"Brain and Other Nervous System"	"31010-31040"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"85+ years"	"85+"	37
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"1999"	"1999"	"65-69 years"	"65-69"	19
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	"75-79 years"	"75-79"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	"85+ years"	"85+"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2001"	"2001"	"75-79 years"	"75-79"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	"70-74 years"	"70-74"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	"75-79 years"	"75-79"	19
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	"75-79 years"	"75-79"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	"80-84 years"	"80-84"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	"65-69 years"	"65-69"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	"80-84 years"	"80-84"	21
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	"85+ years"	"85+"	17
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2005"	"2005"	"75-79 years"	"75-79"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	"75-79 years"	"75-79"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	"85+ years"	"85+"	20
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2008"	"2008"	"60-64 years "	"60-64"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2009"	"2009"	"80-84 years"	"80-84"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	"75-79 years"	"75-79"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	"80-84 years"	"80-84"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2011"	"2011"	"70-74 years"	"70-74"	17
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"65-69 years"	"65-69"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"70-74 years"	"70-74"	18
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"80-84 years"	"80-84"	17
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"85+ years"	"85+"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	"60-64 years "	"60-64"	16
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	"70-74 years"	"70-74"	17
	"Brain and Other Nervous System"	"31010-31040"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	"85+ years"	"85+"	19
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"45-49 years"	"45-49"	18
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"50-54 years"	"50-54"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"55-59 years"	"55-59"	28
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"60-64 years "	"60-64"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"65-69 years"	"65-69"	36
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"70-74 years"	"70-74"	39
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"75-79 years"	"75-79"	51
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"80-84 years"	"80-84"	38
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"85+ years"	"85+"	22
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"50-54 years"	"50-54"	26
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"55-59 years"	"55-59"	32
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"60-64 years "	"60-64"	33
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"65-69 years"	"65-69"	32
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"70-74 years"	"70-74"	49
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"75-79 years"	"75-79"	39
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"80-84 years"	"80-84"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"85+ years"	"85+"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"45-49 years"	"45-49"	22
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"50-54 years"	"50-54"	17
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"55-59 years"	"55-59"	17
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"60-64 years "	"60-64"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"65-69 years"	"65-69"	42
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"70-74 years"	"70-74"	34
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"75-79 years"	"75-79"	45
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"80-84 years"	"80-84"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"85+ years"	"85+"	23
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"45-49 years"	"45-49"	27
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"50-54 years"	"50-54"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"55-59 years"	"55-59"	34
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"60-64 years "	"60-64"	41
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"65-69 years"	"65-69"	34
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"70-74 years"	"70-74"	39
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"75-79 years"	"75-79"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"80-84 years"	"80-84"	21
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"85+ years"	"85+"	23
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"50-54 years"	"50-54"	24
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"55-59 years"	"55-59"	23
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"60-64 years "	"60-64"	21
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"65-69 years"	"65-69"	25
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"70-74 years"	"70-74"	32
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"75-79 years"	"75-79"	36
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"80-84 years"	"80-84"	20
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"85+ years"	"85+"	23
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"45-49 years"	"45-49"	18
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"55-59 years"	"55-59"	24
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"60-64 years "	"60-64"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"65-69 years"	"65-69"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"70-74 years"	"70-74"	36
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"75-79 years"	"75-79"	46
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"80-84 years"	"80-84"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"85+ years"	"85+"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"45-49 years"	"45-49"	22
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"55-59 years"	"55-59"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"60-64 years "	"60-64"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"65-69 years"	"65-69"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"70-74 years"	"70-74"	39
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"75-79 years"	"75-79"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"80-84 years"	"80-84"	28
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"85+ years"	"85+"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"40-44 years"	"40-44"	16
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"45-49 years"	"45-49"	19
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"50-54 years"	"50-54"	21
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"55-59 years"	"55-59"	28
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"60-64 years "	"60-64"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"65-69 years"	"65-69"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"70-74 years"	"70-74"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"75-79 years"	"75-79"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"80-84 years"	"80-84"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"85+ years"	"85+"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"45-49 years"	"45-49"	17
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"50-54 years"	"50-54"	28
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"55-59 years"	"55-59"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"60-64 years "	"60-64"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"65-69 years"	"65-69"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"70-74 years"	"70-74"	42
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"75-79 years"	"75-79"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"80-84 years"	"80-84"	42
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"85+ years"	"85+"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"50-54 years"	"50-54"	19
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"55-59 years"	"55-59"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"60-64 years "	"60-64"	32
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"65-69 years"	"65-69"	42
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"70-74 years"	"70-74"	33
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"75-79 years"	"75-79"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"80-84 years"	"80-84"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"85+ years"	"85+"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"45-49 years"	"45-49"	17
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"50-54 years"	"50-54"	20
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"55-59 years"	"55-59"	29
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"60-64 years "	"60-64"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"65-69 years"	"65-69"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"70-74 years"	"70-74"	44
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"75-79 years"	"75-79"	31
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"80-84 years"	"80-84"	34
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"85+ years"	"85+"	36
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"45-49 years"	"45-49"	20
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"50-54 years"	"50-54"	16
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"55-59 years"	"55-59"	33
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"60-64 years "	"60-64"	38
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"65-69 years"	"65-69"	41
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"70-74 years"	"70-74"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"75-79 years"	"75-79"	43
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"80-84 years"	"80-84"	45
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"85+ years"	"85+"	44
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"45-49 years"	"45-49"	19
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"50-54 years"	"50-54"	23
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"55-59 years"	"55-59"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"60-64 years "	"60-64"	58
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"65-69 years"	"65-69"	36
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"70-74 years"	"70-74"	35
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"75-79 years"	"75-79"	41
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"80-84 years"	"80-84"	30
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"85+ years"	"85+"	38
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"45-49 years"	"45-49"	22
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"50-54 years"	"50-54"	26
	"Brain and Other Nervous System"	"31010-31040"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"55-59 years"	"55-59"	37
