"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	"Male"	"M"	40
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	"Male"	"M"	45
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	"Male"	"M"	55
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	"Male"	"M"	42
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	"Male"	"M"	48
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	"Male"	"M"	39
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	"Male"	"M"	49
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	"Male"	"M"	47
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	"Male"	"M"	54
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	"Male"	"M"	47
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	"Male"	"M"	50
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	"Male"	"M"	66
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	"Male"	"M"	64
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2000"	"2000"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2001"	"2001"	"Male"	"M"	20
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	"Male"	"M"	190
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	"Male"	"M"	176
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	"Male"	"M"	193
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	"Male"	"M"	181
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	"Male"	"M"	163
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	"Male"	"M"	187
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	"Male"	"M"	161
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	"Male"	"M"	190
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	"Male"	"M"	164
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	"Male"	"M"	176
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	"Male"	"M"	198
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	"Male"	"M"	208
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"Male"	"M"	219
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"Male"	"M"	226
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"Male"	"M"	224
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	"Male"	"M"	53
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	"Male"	"M"	46
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	"Male"	"M"	54
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	"Male"	"M"	57
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	"Male"	"M"	44
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	"Male"	"M"	39
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	"Male"	"M"	56
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	"Male"	"M"	61
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	"Male"	"M"	45
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	"Male"	"M"	51
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"Male"	"M"	45
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"Male"	"M"	42
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"Male"	"M"	56
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"Male"	"M"	50
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"Male"	"M"	53
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"Male"	"M"	62
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"Male"	"M"	53
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"Male"	"M"	57
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"Male"	"M"	59
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"Male"	"M"	56
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"Male"	"M"	68
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"Male"	"M"	50
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"Male"	"M"	55
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"Male"	"M"	43
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"Male"	"M"	55
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"Male"	"M"	60
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"Male"	"M"	64
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"Male"	"M"	57
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"Male"	"M"	75
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"Male"	"M"	66
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	"Male"	"M"	20
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"1999"	"1999"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2002"	"2002"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2007"	"2007"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2008"	"2008"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2009"	"2009"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2010"	"2010"	"Male"	"M"	25
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2013"	"2013"	"Male"	"M"	24
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"1999"	"1999"	"Male"	"M"	37
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2000"	"2000"	"Male"	"M"	36
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2001"	"2001"	"Male"	"M"	40
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2002"	"2002"	"Male"	"M"	45
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2003"	"2003"	"Male"	"M"	32
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2004"	"2004"	"Male"	"M"	38
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2005"	"2005"	"Male"	"M"	36
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2006"	"2006"	"Male"	"M"	32
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2007"	"2007"	"Male"	"M"	36
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2008"	"2008"	"Male"	"M"	43
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2009"	"2009"	"Male"	"M"	43
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2010"	"2010"	"Male"	"M"	45
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2011"	"2011"	"Male"	"M"	40
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2012"	"2012"	"Male"	"M"	46
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2013"	"2013"	"Male"	"M"	64
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"Male"	"M"	100
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"Male"	"M"	114
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"Male"	"M"	120
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"Male"	"M"	129
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"Male"	"M"	121
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"Male"	"M"	118
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"Male"	"M"	122
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"Male"	"M"	119
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"Male"	"M"	112
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"Male"	"M"	126
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"Male"	"M"	126
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"Male"	"M"	145
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"Male"	"M"	134
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"Male"	"M"	145
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"1999"	"1999"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2000"	"2000"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2001"	"2001"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2003"	"2003"	"Male"	"M"	30
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2004"	"2004"	"Male"	"M"	24
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2005"	"2005"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2006"	"2006"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2007"	"2007"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2008"	"2008"	"Male"	"M"	23
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2009"	"2009"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2010"	"2010"	"Male"	"M"	27
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2012"	"2012"	"Male"	"M"	25
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2013"	"2013"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	"Male"	"M"	29
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	"Male"	"M"	24
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	"Male"	"M"	31
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	"Male"	"M"	46
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	"Male"	"M"	62
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	"Male"	"M"	44
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	"Male"	"M"	53
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	"Male"	"M"	46
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	"Male"	"M"	47
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"Male"	"M"	48
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	"Male"	"M"	70
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"Male"	"M"	56
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	"Male"	"M"	64
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	"Male"	"M"	66
	"Brain and Other Nervous System"	"31010-31040"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	"Male"	"M"	71
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2004"	"2004"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2005"	"2005"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2006"	"2006"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2007"	"2007"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2008"	"2008"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2009"	"2009"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2012"	"2012"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	"Male"	"M"	22
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	"Male"	"M"	114
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	"Male"	"M"	116
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	"Male"	"M"	100
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	"Male"	"M"	118
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	"Male"	"M"	106
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"Male"	"M"	104
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	"Male"	"M"	106
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	"Male"	"M"	101
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	"Male"	"M"	116
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	"Male"	"M"	138
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	"Male"	"M"	116
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"Male"	"M"	132
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	"Male"	"M"	129
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"Male"	"M"	130
	"Brain and Other Nervous System"	"31010-31040"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	"Male"	"M"	102
	"Brain and Other Nervous System"	"31010-31040"	" Durham-Chapel Hill, NC  "	"20500"	"2011"	"2011"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Durham-Chapel Hill, NC  "	"20500"	"2013"	"2013"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" El Paso, TX  "	"21340"	"2001"	"2001"	"Male"	"M"	16
	"Brain and Other Nervous System"	"31010-31040"	" El Paso, TX  "	"21340"	"2011"	"2011"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" El Paso, TX  "	"21340"	"2013"	"2013"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2003"	"2003"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2004"	"2004"	"Male"	"M"	17
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2006"	"2006"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2007"	"2007"	"Male"	"M"	19
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2009"	"2009"	"Male"	"M"	18
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2010"	"2010"	"Male"	"M"	21
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2011"	"2011"	"Male"	"M"	26
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2012"	"2012"	"Male"	"M"	20
	"Brain and Other Nervous System"	"31010-31040"	" Fresno, CA  "	"23420"	"2013"	"2013"	"Male"	"M"	30
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"1999"	"1999"	"Male"	"M"	24
	"Brain and Other Nervous System"	"31010-31040"	" Grand Rapids-Wyoming, MI  "	"24340"	"2000"	"2000"	"Male"	"M"	23
